name,amenity,highway,barrier,landuse,lat,lon
Hotel Oottupura. Naadan Oonu,restaurant,,,,10.0888414,76.4147159
Grand Hotel,restaurant,,,,10.0876777,76.4261202
Albab Hotel,restaurant,,,,10.0877846,76.4297646
Hotel natoon,restaurant,,,,10.0895385,76.4360995
Malabar Cuisine Takeaway Restaurant,restaurant,,,,10.090145,76.4375989
Safayar Hotel Ponjassery,restaurant,,,,10.0915149,76.4415366
Indian Oil,fuel,,,,11.9247142,75.3545621
Rajan's Fast Food,fast_food,,,,10.5821679,76.1990668
Shaju's Mechanical Services,,services,,,10.5820628,76.1986748
Bharat Petroleum,fuel,,,,12.0282188,75.3654339
Chocolate,fast_food,,,,12.3173994,75.0889247
Indian Oil,fuel,,,,12.0240301,75.3673688
MRA Restaurant and Bakery,restaurant,,,,12.0254916,75.3673442
Copper Kitchen,restaurant,,,,11.4237438,75.9371793
shan hotel,restaurant,,,,9.6626427,77.1594075
Petrom,fuel,,,,11.2695523,75.7895098
Cafe Paradise,restaurant,,,,18.9618693,72.830019
Noora hot and cool,fast_food,,,,11.35885,75.808351
Ambadi Fuels,fuel,,,,11.3592844,75.8088246
Thupparamban Restaurant,restaurant,,,,10.3725657,76.3048676
Narayani Mess,restaurant,,,,11.2488158,75.7991041
Niranjana Tasty food,fast_food,,,,8.7295647,76.7353918
Al Shaza Kuzhimanti,restaurant,,,,11.2389285,75.8761872
TFC,restaurant,,,,10.3733562,76.3062889
prakash hotel,restaurant,,,,11.9091526,75.3655324
Royal Hotel,restaurant,,,,9.1604131,76.7188919
SN fastfood,fast_food,,,,9.1617666,76.7217437
Kaddappayil,restaurant,,,,11.3597455,75.7989418
Lunch house,restaurant,,,,11.2550244,75.7738998
Indian Oil,fuel,,,,9.4260574,76.6920025
Raju's Catering,restaurant,,,,9.1493756,76.7105661
Assal Malabari Biriyani,fast_food,,,,10.3709273,76.3036612
Hotel Bharath,restaurant,,,,10.0957883,76.4484322
Hotel Al-Bathriq,restaurant,,,,10.1140147,76.4636039
Shamla's kitchen,restaurant,,,,10.1148861,76.4625524
ഷെഫീക്കിന്റെ തട്ടുകട,fast_food,,,,10.1146352,76.4638238
Shafeekkinte Thattukada,fast_food,,,,10.115203,76.4639177
Hindustan Petroleum Petrol Pump-Paivaram T T C Perumbavoor,fuel,,,,10.1115463,76.4756372
Hotel Plaza1,restaurant,,,,10.1112915,76.475249
Deja Vu Hotel,restaurant,,,,10.1105575,76.4752305
Mullas Hotel,restaurant,,,,10.1113157,76.4751686
Brufia Restaurant,restaurant,,,,10.1133319,76.4741291
Zaina Bakers and Restaurant,restaurant,,,,10.1137692,76.4738593
Hotel Safar,restaurant,,,,10.11375,76.4741778
Mavoor Regency,restaurant,,,,11.2634592,75.8909329
Abad Plaza,restaurant,,,,9.9452649,76.2578162
fathimas hotel,restaurant,,,,9.9465712,76.2558044
Arafa hotel,restaurant,,,,9.9473887,76.2560028
Master Foods,restaurant,,,,10.0355289,76.2726041
Raju Motors,,services,,,10.3045335,76.3352016
Makkani restaurant,restaurant,,,,11.8403286,75.9548857
thattukada,fast_food,,,,11.8395704,75.9557402
Bafa,restaurant,,,,11.8402637,75.9543502
Hindustan Petroleum,fuel,,,,11.9223918,75.3546034
Shaji Hotel,restaurant,,,,10.6170964,76.2141547
Kottaram Fast Food,fast_food,,,,9.9385816,76.3277935
Parkash chicken stall,,,,industrial,11.8928032,75.4076767
Bharath Petrolium pump,fuel,,,,10.4906232,76.2696717
kairali uttupura,restaurant,,,,11.9409836,75.3791202
Restraunt,restaurant,,,,12.1059441,75.2143543
Bharat gas warehouse,fuel,,,,10.0258213,76.3499186
HP,fuel,,,,11.147551,75.9784484
Bharat Petroleum,fuel,,,,23.0392481,88.8286014
Thoufeeq plaza,restaurant,,,,11.1398287,75.9787233
Non Veg restraunt,restaurant,,,,19.3165218,84.7860279
Nice Restaurant,restaurant,,,,9.2316476,76.7510344
hotel dewland and bar,restaurant,,,,10.1742702,76.5004362
Ammachi Kada,restaurant,,,,9.1524028,76.7276332
Olapandal Restaurant,restaurant,,,,9.1510788,76.7286953
Foodie Factory Restaurant,restaurant,,,,9.1496594,76.7296931
Hotel Sreekumars,restaurant,,,,9.1522545,76.7356691
New Land Hotel Mukkola Junction,restaurant,,,,9.1376904,76.5164744
hill view fast food,fast_food,,,,11.0468141,76.08348
Hotel Deluxe,restaurant,,,,9.9778318,76.2882868
Hotel Thanima,restaurant,,,,9.9779324,76.2882921
New kairali,restaurant,,,,11.5147686,75.6199064
Pavilion,restaurant,,,,11.0426955,76.0810776
family bakers and restaurants,restaurant,,,,10.3386401,76.2942233
Sonali Fast Food,restaurant,,,,22.2998941,70.7768169
Shri Hari,restaurant,,,,22.2909308,70.7785174
Neel Da Dhaba,restaurant,,,,22.30431,70.7758432
Saravanas Chappati,fast_food,,,,10.0130168,76.2773316
Kallara Flying Kitchen,restaurant,,,,9.6940669,76.4854048
Chef King Family Restaurant,restaurant,,,,9.6918829,76.4936385
Hindustan Petroleum,fuel,,,,9.6965516,76.4801563
Darshana Thattukada,restaurant,,,,9.6970569,76.4780566
KFC,fast_food,,,,11.1512082,75.9587744
"Hotel Celebration , Bakery And Restaurant",restaurant,,,,22.4578173,77.475453
shamiyana hotel,restaurant,,,,11.145051,75.9652209
Amul,fast_food,,,,10.3725088,76.3056697
Nandan Restraunt,restaurant,,,,19.3127476,84.7893238
my fried chicken,restaurant,,,,19.3105922,84.7907355
Pathfinder cab service,,services,,,10.0133017,76.3438223
Poori shop veg hotel,restaurant,,,,10.0057378,76.345675
Diwans durbar kakkanad,restaurant,,,,10.0162692,76.3437666
Seetha Devi Bakery and Juice Parlor,fast_food,,,,10.0166617,76.3445801
Alakapuri,restaurant,,,,10.0167114,76.3450291
Seetha devi juice parlour and bakery,restaurant,,,,10.016704,76.3446221
Pandari's Biriyani & Caterers,restaurant,,,,10.0151612,76.3422595
vehicle parking (vsnl),parking,,,,10.0141456,76.3449981
Williams Lea car parking,parking,,,,10.0058667,76.3463176
Arabian paradise,restaurant,,,,10.0510117,76.2936291
Village restaurant,restaurant,,,,10.0573269,76.291354
subway takeway delivery,restaurant,,,,10.0154295,76.3416642
Sulaimani bakers and food court,restaurant,,,,10.0166321,76.3444988
Indian Oil,fuel,,,,8.8651272,76.6771975
Arafa Hotel,restaurant,,,,9.9975785,76.2854088
delicious,fast_food,,,,11.155313,75.9563799
SK fried chicken,fast_food,,,,9.1749496,76.5024327
My Food Restaurant,fast_food,,,,9.2423307,76.8109447
Ruchitharangam,restaurant,,,,10.0664318,76.6306352
Hotel Basil,restaurant,,,,10.0685505,76.6287994
Kothiyans,fast_food,,,,8.9098034,76.6257217
Siyad Ikkas,fast_food,,,,8.9172759,76.6273256
Thushara,restaurant,,,,8.9158344,76.6324486
Barish Coffee Restaurant,restaurant,,,,11.2299168,75.8018749
Saffron,restaurant,,,,10.0707265,76.6272102
Edens,restaurant,,,,10.082807,76.6330386
5 roopa kada,fast_food,,,,8.9203073,76.633307
Hostel Mess,fast_food,,,,8.9168615,76.6324827
Mubarak,fast_food,,,,8.892078,76.6292337
St. Stepen Chicken Center,restaurant,,,,10.0993441,76.6432824
Kalavara FoodCourt,restaurant,,,,10.0988878,76.6426286
Udaya Hotel Cheladu Pallithazham,restaurant,,,,10.0959202,76.6398898
Hotel rahmath,restaurant,,,,11.2940594,75.9759552
Haji Ebrahim Restaurant,restaurant,,,,10.0268152,76.3096516
pizha delivary,fast_food,,,,9.3223094,76.5224071
Al Rehmani Resturant,restaurant,,,,18.9617676,72.8317742
Cafe Almas,restaurant,,,,18.9617761,72.8321931
Nilgiri,restaurant,,,,18.961654,72.8307893
Alamgir Hotel,restaurant,,,,18.9617326,72.830466
Laham,restaurant,,,,18.96168,72.829516
Star of U.P Restaurant,restaurant,,,,18.9616225,72.8290834
Nawab Seekh Paratha,fast_food,,,,18.9616408,72.8284556
hotel salkara,restaurant,,,,11.3152917,75.9680559
ganga cattering,restaurant,,,,11.3243009,75.9775159
Bharat Petroleum,fuel,,,,13.0309302,77.6690791
prasanna bakery,fast_food,,,,9.8269233,76.5014179
Paruthesa,restaurant,,,,11.2306022,75.8875198
Mammas Thattukada,fast_food,,,,9.9792389,76.5859529
Idly Shop,fast_food,,,,9.9797725,76.5849175
Breeze,fast_food,,,,9.9797566,76.5855398
Sree Narayana Restaurant,restaurant,,,,10.4959218,76.3408268
canteen,restaurant,,,,9.852024,76.3833763
japfii rest camp,,rest_area,,,25.6077161,94.0803522
Marhaba hotel,restaurant,,,,11.2597848,75.9482337
Marhaba Hotel,restaurant,,,,11.2570774,75.9461243
نیاگرا ہوٹل,restaurant,,,,17.3776128,78.491132
Hotel orma family restaurant,restaurant,,,,9.533303,76.3274619
Anar Restaurant And Caterers,restaurant,,,,11.2833458,75.9872942
Thattukada,restaurant,,,,11.2702398,76.016896
Indian Oil,fuel,,,,11.904174,75.7299316
Vaniyambalam Petrol Pump,fuel,,,,11.1910163,76.2571947
Indian Oil,fuel,,,,11.1940813,76.2436337
AATHAS RESTAURANT,restaurant,,,,11.1951297,76.2373229
Masjidu ul salaam parking area,parking,,,,11.7593115,75.4836019
Bhavan Hotel & Restaurant,restaurant,,,,9.6737007,76.8126545
Brufia,restaurant,,,,9.1741653,76.5011336
Bharat Petroleum,fuel,,,,11.3181619,75.9435988
Vrindavan,restaurant,,,,9.964753,76.3180561
Hotel Chaithanya,restaurant,,,,10.1035287,76.6239745
Chulha Chauki Da Dhaba,restaurant,,,,12.9644211,77.7158807
White Line,restaurant,,,,11.9805059,75.6709775
Bharat Petroleum,fuel,,,,11.9804644,75.6717843
Madrasi Bites,restaurant,,,,21.2516496,81.6475348
Madrasi Food Park,restaurant,,,,21.2462936,81.6059652
Madrasi Highway,restaurant,,,,21.2170848,81.6237222
T.V. Thomas,restaurant,,,,10.0683713,76.2696656
ela,restaurant,,,,11.9888719,75.3874286
qualbile chayakkada,restaurant,,,,11.678003,75.5516129
Pozhikkara Restaurant,restaurant,,,,8.629141,76.7907704
Bharat Petroleum,fuel,,,,9.7738306,76.7622838
"Vanitha Hotel , Kannapilaavu",restaurant,,,,12.0069152,75.3927876
Kabana Kuzhimandhi,restaurant,,,,11.683055,75.5472508
Kitchens,restaurant,,,,11.6854248,75.5450769
Ojin fast food & coolbar,restaurant,,,,11.6874168,75.5434944
Highway kitchen restaurant,restaurant,,,,11.5206664,75.6179347
izmooz,restaurant,,,,10.3644972,76.1242183
Paplassery botti kada,fast_food,,,,11.7190567,76.1897779
Hotel Arabian,restaurant,,,,11.1258289,76.3426149
Kerala State Road Transport Coporation Canteen,restaurant,,,,11.7606041,75.4818442
Hotel,restaurant,,,,11.7636928,75.4807509
Bharat Petroleum Petrol Pump,fuel,,,,11.981214,75.3152472
burger lounge,fast_food,,,,11.2183504,75.7944751
Hotel Al Romansiah,restaurant,,,,12.5160722,74.9790075
Kapital Kitchen,restaurant,,,,11.0608218,76.2750121
KCS hotel,restaurant,,,,11.1712272,75.8060431
Bismi Hot & Cool,restaurant,,,,11.1746898,75.8046273
Olassery Fuel Station Hindusthan Petroleum,fuel,,,,11.1714863,75.809347
76,fuel,,,,10.0517891,77.0673497
Malabar Stories,restaurant,,,,9.1539785,76.73281
Zulfikar Restaurant,restaurant,,,,18.964704,72.8308951
Rasaleela,restaurant,,,,10.0052439,76.3053825
River view,restaurant,,,,11.7065189,75.5330383
Thoiba Bakery,restaurant,,,,11.1765215,75.8073108
French Empire,restaurant,,,,11.7060127,75.534423
Hotel Anal,restaurant,,,,11.1764337,75.8072739
Thoufeeque,restaurant,,,,11.6155727,76.0831646
Hindustan Petroleum,fuel,,,,11.6184377,76.0845835
Mahaganapathy Hotel,restaurant,,,,10.0183559,76.3036939
Royal Bakers,restaurant,,,,9.7866153,76.453825
Fiesta,restaurant,,,,22.5800363,88.3046276
Kannur District Court Parking Center,parking,,,,11.7578502,75.4797145
Restaurent,restaurant,,,,11.7591044,75.4783076
Josgiri Canteen,restaurant,,,,11.7590367,75.4786989
Court Canteen,restaurant,,,,11.7569002,75.4807519
Petrolimex,fuel,,,,11.6114441,76.3117336
Oleno Canto,restaurant,,,,11.1276021,76.1171479
Fast food,fast_food,,,,11.76404,75.4807256
Club Pudina,fast_food,,,,11.7640359,75.4809633
Restaaurent,restaurant,,,,11.764079,75.4810723
Le Casca Bakes Halal Restaurant,restaurant,,,,9.6741894,76.4214414
Ajwa Restaurant,restaurant,,,,11.2702535,75.9804993
Dine chappathi restaurant,restaurant,,,,11.2700313,75.9813272
Hotel IMBU,restaurant,,,,11.2699901,75.9815374
Peppermint Cheruvad,restaurant,,,,11.269869,75.9870369
AL NOOR കുഴിമന്തി,restaurant,,,,11.2709032,75.9957537
Sagar events&catering,restaurant,,,,11.2707813,76.006106
Tazza,restaurant,,,,11.3038431,75.8746067
Hindustan Petroleum,fuel,,,,9.3303969,76.567035
Kunnel Fuels,fuel,,,,9.6651754,76.532216
Free India water service,,services,,,11.2665073,76.0193713
Ismayil Jeep Workshop,,services,,,11.264441,76.0234704
T.P Two wheelers workshops,,services,,,11.2639412,76.025693
Bharat Petroleum,fuel,,,,11.2520662,76.0460769
Al Madeena Hotel,restaurant,,,,11.2516036,76.0463431
Asian Furniture,fuel,,,,11.2500875,76.0467681
Bharat Petroleum,fuel,,,,11.3277659,75.9869406
Nanma,restaurant,,,,11.1843414,75.8062848
restaurent,restaurant,,,,11.757289,75.4793996
Savoury,restaurant,,,,11.754506,75.4822747
Ameen hotel,restaurant,,,,11.7520394,75.4859997
Shahanas Poultry FArm,,,,industrial,8.6229228,76.796827
New mamas fast food,restaurant,,,,8.6228387,76.7967708
Noushadinte thattukada,restaurant,,,,8.6226279,76.7969235
Chilles Restaurant,restaurant,,,,10.9890961,76.226814
Omkar Veg Restaurant,restaurant,,,,10.9887906,76.2261515
bakeon,restaurant,,,,10.9887801,76.226299
Brothers,restaurant,,,,11.0159775,76.2285072
kizza restaurant,restaurant,,,,10.1558992,76.3314837
"Midway Hotel,Karukachal",restaurant,,,,9.5010607,76.6401336
Priya Hotel,restaurant,,,,9.5012128,76.6398815
Habeebi Cafetwria,restaurant,,,,8.5725557,76.8489308
Sri Murugan scrap,,,,industrial,8.5773642,76.8554248
Biriyani Durbar,restaurant,,,,8.5831257,76.8621525
Goodness The Lunch Time,restaurant,,,,8.5817586,76.8638543
Goodness Family Thattukada,restaurant,,,,8.5809144,76.8653533
indian coffee house,restaurant,,,,11.7499579,75.488118
regency,restaurant,,,,11.7484961,75.49504
Campus cool,restaurant,,,,11.1911595,75.8048401
Fresh Bakes,restaurant,,,,11.1953585,75.8045152
SR Coolbar and Fruits stall,restaurant,,,,11.1951011,75.8037182
Royal treats,restaurant,,,,11.1950377,75.8038241
Bharat Petroleum,fuel,,,,11.264243,75.8892205
Bharat Petroleum,fuel,,,,11.2640579,75.8892759
Chilly's Restaurant,restaurant,,,,10.0209891,76.3056874
Hotel Binfi,restaurant,,,,11.1992428,75.8023687
pathiri parcel,restaurant,,,,11.1994008,75.8025023
ch food,restaurant,,,,12.1311186,75.1835362
Casamia Arabian,restaurant,,,,11.2437413,76.2998624
Tasty Village The Grill & Juice Bar,restaurant,,,,8.6316171,76.814789
Kannaki Restuarant,restaurant,,,,8.6314215,76.8149328
Tasty village hotel,restaurant,,,,8.631566,76.8145552
Pazhankanjikkada,restaurant,,,,8.6309237,76.8255534
masafi,restaurant,,,,11.0366687,75.9377664
Jolly Mandi Areacode,restaurant,,,,11.2359851,76.046975
College Canteen,restaurant,,,,11.2338055,76.0386233
Hotel vavoor,restaurant,,,,11.2389738,76.0093162
Veg Corner,restaurant,,,,12.9001694,77.5603874
Veg Corner,restaurant,,,,12.9001862,77.5603615
Hotel Aparna,restaurant,,,,11.2277932,75.9739831
Gramasree Restaurant,restaurant,,,,12.047785,75.2562865
Chikku Restaurant,restaurant,,,,12.0502769,75.266987
Sreedharan's store,restaurant,,,,12.0478194,75.2589756
Kannettan's tea shop,restaurant,,,,12.0477829,75.2656133
Yuvasree Thattukada,restaurant,,,,12.0559333,75.2649822
private car parkingand Restaurant,restaurant,,,,12.0472049,75.2565336
Star Restaurant,restaurant,,,,11.3210533,75.9956878
Kinara,restaurant,,,,12.0802631,75.2584468
Grand biriyani house,restaurant,,,,10.1553076,76.3522354
Arafa Bakes,restaurant,,,,11.2186194,75.9694131
Thanveer Bakery,restaurant,,,,11.1958594,75.9626515
അൽ ഇസ്സ്‌ hotel &catering,restaurant,,,,11.1913768,75.9658551
Hotel Respect,fast_food,,,,11.1443036,75.948827
RRM RESTAURANT,restaurant,,,,11.7319479,75.5417941
Shakthi Fried & Grill,restaurant,,,,11.7321212,75.5415687
Long John Silver's,fast_food,,,,11.1902399,75.804518
"Bharat Petroleum Petrol Pump,Siva Sakthi Petroleum",fuel,,,,11.2632414,75.9539625
VaIIalassery Gungtion,restaurant,,,,11.2726163,75.952041
Kerala Hotel,restaurant,,,,12.0399666,75.2815588
Kudumbasree vanitha canteen,restaurant,,,,12.0405793,75.2850805
Janakeeya hotel,restaurant,,,,12.0402296,75.2825345
college canteen,restaurant,,,,12.0425079,75.2887107
K.V Hotel,restaurant,,,,12.0619209,75.2436521
venu's hotel,restaurant,,,,11.1707931,75.8456878
Indian Oil petrol pump Karulai,fuel,,,,11.2869233,76.2945928
MVR Cancer Centre Canteen Block,restaurant,,,,11.2940032,75.9459046
Royal Restaurant & Cool Bar,restaurant,,,,11.2981739,75.948221
വനിത ഹോട്ടൽ,restaurant,,,,11.2986204,75.94679
Vanitha Hotel,restaurant,,,,11.3006906,75.938993
Hotel Subaida,restaurant,,,,11.3105295,75.9381961
Anar Restaurant,restaurant,,,,11.2833547,75.9872839
Thara Kitchen Bakery,restaurant,,,,11.3777001,75.9553613
Hotel Malabar,restaurant,,,,11.3811515,75.9535614
Tasty Restaurant,restaurant,,,,11.3920296,75.9509278
Hotel Maboorookh,restaurant,,,,11.396928,75.9543743
Udupi Upachar,restaurant,,,,12.9622586,77.713294
Arabian cool drinks,fast_food,,,,12.0916374,75.2479768
Food book restaurant,restaurant,,,,12.0919724,75.2478802
Irikkor keralam,restaurant,,,,12.0804618,75.2410927
Hotel Emmar,restaurant,,,,12.0407293,75.2654022
Chiirag restaurant,restaurant,,,,12.0430428,75.2651723
campzone bakery,fast_food,,,,12.1019237,75.2306611
pazhasi,restaurant,,,,12.0996674,75.2323747
Hotel Thripthi,restaurant,,,,12.1012167,75.2291315
Trilokas campzone,restaurant,,,,12.1018965,75.2308824
Akshay store,restaurant,,,,12.1011921,75.2324843
Merin's cakes and bakes,fast_food,,,,12.1021048,75.2319749
payyanur college canteen,restaurant,,,,12.1024784,75.2344393
Jyothi Petro Pump Indian Oil,fuel,,,,11.5889677,75.5916874
Hotel Naadan bakshanam,restaurant,,,,12.1032034,75.2271766
Manthalam Naadan bakshanashala,restaurant,,,,12.1033207,75.2270642
Al Maeedah Live Biriyani,restaurant,,,,11.0036142,76.0047738
Kayikkade thattu kada,restaurant,,,,10.1565719,76.3258744
Hotel Chemmeen,restaurant,,,,11.4218719,75.9384143
Hotel Bright House,restaurant,,,,11.4272749,75.9406138
Higway Fast Food,restaurant,,,,11.4291343,75.9477063
Hotel Rahmaniya,restaurant,,,,11.4284682,75.9478267
Emperor,restaurant,,,,11.4300362,75.9494547
Achoos,restaurant,,,,11.4376897,75.9571014
"Hotel Bismi, Perumpally.",restaurant,,,,11.4444039,75.9566293
Hijazi Mandi,restaurant,,,,11.4517857,75.96076
Yatra Nadan Bakshana Shala,restaurant,,,,11.453568,75.962777
Hotel New Ganga Catering,restaurant,,,,11.4539098,75.9637426
Chick Peas Restaurant Elokkara,restaurant,,,,11.4575165,75.9661619
Hotel Rahmaniya,restaurant,,,,11.4588466,75.9667198
Engappuzha HP Petrol Bunk,fuel,,,,11.4591621,75.9668378
Madeena Thattukada,restaurant,,,,11.4610232,75.9673099
Almass Mess House,restaurant,,,,11.4828476,75.987783
Vanitha Mess,restaurant,,,,11.4829299,75.9884461
Hotel Mahima,restaurant,,,,11.4824738,75.9952743
Ambassador Restaurant,restaurant,,,,11.484871,76.0127363
Luncheon Restaurant,restaurant,,,,11.484557,76.012687
Shine Restaurant,restaurant,,,,11.4844362,76.0130135
Swadeshi Hotel,restaurant,,,,11.4845147,76.0128657
National Hotel,restaurant,,,,11.7536835,75.4845578
krishna shree coffee house,restaurant,,,,8.5508564,76.878061
Fish palace,restaurant,,,,11.3015602,75.7925665
Indian Oil,fuel,,,,12.5022216,75.2658925
angel,restaurant,,,,11.8959634,75.8160341
achoos,restaurant,,,,11.8934492,75.819008
AL TAWA,restaurant,,,,8.5219631,76.9812871
Victoria Tea,restaurant,,,,11.7576394,75.4791503
Tea,restaurant,,,,11.757734,75.4791313
Restaurent,restaurant,,,,11.7577834,75.4790612
Super C,restaurant,,,,12.2130605,75.1338111
thavakkal,restaurant,,,,12.2158867,75.1331923
Putthur Jayaraman Hotel,restaurant,,,,11.2965092,79.7161047
Swagath Hotel,restaurant,,,,11.1185234,76.3345588
Cottage Restaurant,restaurant,,,,11.933865,79.8322949
San Basha hotel,restaurant,,,,12.9239171,79.0186677
Foodies Hub,restaurant,,,,11.5507392,75.7445106
Sri Raghavendra Parking Place and Auto Stand,parking,,,,17.3487673,78.509459
DREAM JUICE,fast_food,,,,12.928049,77.60724
Just Bake,restaurant,,,,12.934076,77.6056306
Raja Rajeswari Hotel,restaurant,,,,12.9337727,77.6047348
KFC,fast_food,,,,10.0283232,76.3079551
Arabian Palace,restaurant,,,,10.0233409,76.3111567
Thaal Family,restaurant,,,,10.0232019,76.3114021
Zambar,restaurant,,,,11.9144101,75.5486827
chicken park,restaurant,,,,12.5067733,74.9897935
Hotel Udupi Aryabhavan,restaurant,,,,12.5075829,74.9895025
Thaal,restaurant,,,,10.0295414,76.3103195
Muttarile,fast_food,,,,10.0425069,76.3051535
Zains Kitchen,restaurant,,,,10.0435237,76.3055425
Bajji Kada,restaurant,,,,10.0435079,76.3057329
Groves Snacks,restaurant,,,,10.0477917,76.3094397
Freshues Foods,restaurant,,,,10.1121583,76.422884
Khaja Biryani House,restaurant,,,,10.1127682,76.4122651
Jamjoom Broast,restaurant,,,,11.1133057,76.3243178
Farsa Restaurant,restaurant,,,,11.113211,76.3253638
prince,fast_food,,,,12.0401278,75.6635771
Zaatar,restaurant,,,,9.9624956,76.2951732
Esso,fuel,,,,11.3952919,75.9237278
Muk,fast_food,,,,11.5656834,75.7072686
indian coffee house,restaurant,,,,11.7479226,75.4888333
mezbaan restaurant,restaurant,,,,10.2335868,76.1942968
emperor restaurant,restaurant,,,,10.2331465,76.1946248
KFC,fast_food,,,,10.2312677,76.1968326
Star Hotel,restaurant,,,,11.1156878,76.749236
Indian Oil,fuel,,,,11.1112531,76.7634756
chicken gopalan,fast_food,,,,11.5165119,75.6196737
HOTEL VS,restaurant,,,,10.9906427,76.5368593
Pravasi Family Restaurant,restaurant,,,,10.9973149,76.5364087
SMF Thattukada,fast_food,,,,12.5483411,74.9607535
Mamma Love Fast Foods,restaurant,,,,10.8994819,76.5337088
The Royal Food,restaurant,,,,11.2451853,75.7992324
Indian Oil,fuel,,,,10.5887309,76.5169126
Aryaas VEG Restaurant,restaurant,,,,10.5991338,76.4869698
Malabari Restaurant,restaurant,,,,10.6022922,76.4913981
HOTEL SHELTON,restaurant,,,,16.9988595,81.7846966
Puna Kumbhariya Petrol Pump,fuel,,,,21.1913592,72.8581855
Domino's,fast_food,,,,19.215916,72.8339
Anupam Restaurant And Cafe,restaurant,,,,28.4301046,77.3159958
Sainath,restaurant,,,,19.6239939,72.7903349
Abhiruchi,restaurant,,,,19.6250006,72.7897085
Burger King,fast_food,,,,22.1546177,88.7207109
Pizza Hut,restaurant,,,,28.468584,77.0743315
Mayabazar Restaurant,restaurant,,,,17.4609913,78.5007677
REST INN HOTEL,restaurant,,,,17.2585018,80.1581231
New Hotel,restaurant,,,,11.4285849,75.9251671
Ganesh Family Dhaba,restaurant,,,,17.4791209,78.5116176
Sri Balaji Exclusive Dhaba,restaurant,,,,17.4730351,78.510362
chaliyar hotel,restaurant,,,,11.2707637,76.0876979
Tulsi Restaurant,restaurant,,,,19.693026,73.549634
pumpkin restaurant,restaurant,,,,11.2368804,76.0470461
Bake Art,restaurant,,,,10.0599282,76.6413546
Grand Bavarchi,restaurant,,,,17.3693123,78.5153122
Donut Factory,restaurant,,,,9.9965891,76.3516471
12 to 12 Barbeque,restaurant,,,,9.9966234,76.3516276
Abbu Dhabha,restaurant,,,,19.2048037,73.1619825
Boikalik Restaurant,restaurant,,,,23.4106654,88.3686513
Loiee Sweets & Snacks,restaurant,,,,12.9105732,80.1427911
Oyalo Pizza,fast_food,,,,12.91075,80.1432451
zamzam chicken centre,fast_food,,,,10.6801559,76.1592688
canteen,restaurant,,,,8.790423,78.1271689
Pran Shakti Restaurant,fast_food,,,,23.0709575,87.9013912
Bharat Petroleum,fuel,,,,20.1383662,85.5200125
IBACO,restaurant,,,,8.9674723,77.3033832
reliance,fuel,,,,8.9721908,77.3006508
Hotel Archana,restaurant,,,,11.9407446,79.4913722
Bharat Petroleum,fuel,,,,11.5571317,79.5655403
Reddys Restaurant Kalyani Nagar,restaurant,,,,18.5436432,73.8990145
Bezawada Bhojanam,restaurant,,,,17.4648665,78.3652279
Bihari Mama Hotel,restaurant,,,,17.4646284,78.3654699
Nagarjuna Fast food centre,fast_food,,,,18.6866078,79.5400419
Taco Bell,fast_food,,,,17.4576146,78.3645591
Rasooi Ghar,restaurant,,,,17.4580968,78.3645179
Indian Oil,fuel,,,,16.9352667,82.2274641
Sudheer Filling Station,fuel,,,,18.125496,79.2165331
Hotel kaveri grand,restaurant,,,,15.5127926,80.0416509
Hotel Al Reem,restaurant,,,,9.9846414,76.3115141
BongTaste,restaurant,,,,28.5332223,77.2155902
Upadhya Ruchi,restaurant,,,,14.1025593,76.5275545
Korlapadu Plaza,,,toll_booth,,17.1597685,79.4748489
Korlapadu Plaza,,,toll_booth,,17.1593906,79.474994
Korlapadu Plaza,,,toll_booth,,17.1598077,79.4748339
Korlapadu Plaza,,,toll_booth,,17.1599124,79.4747937
Korlapadu Plaza,,,toll_booth,,17.1594636,79.474966
Korlapadu Plaza,,,toll_booth,,17.1595339,79.474939
Snow View,restaurant,,,,32.3169734,77.1869793
MRA Restaurant,restaurant,,,,8.503603,76.9497916
Noorjahan Hotel,restaurant,,,,8.578046,77.0846296
Shabhu Shankaran Hotel,restaurant,,,,8.5875523,77.0927977
B K N Stores,restaurant,,,,8.6012604,76.9913607
Anihzam Stores,fast_food,,,,8.6020132,76.9882673
Sreevihar Puthussery,restaurant,,,,8.6022603,76.9879937
U K Bakery,restaurant,,,,8.6011654,76.986147
Anaswara Bakery,restaurant,,,,8.6013271,76.9864975
Apsara flour mill,restaurant,,,,8.6007746,76.9862151
Lejin Bakery,restaurant,,,,8.5921992,76.9526094
Panchami Hotel,restaurant,,,,8.5914727,76.9502175
Maharaja hotel,restaurant,,,,8.5922079,76.9523622
Nakulettans Resturant,restaurant,,,,8.5928676,76.9521616
Arunima Family Resturant,restaurant,,,,8.5928396,76.951985
Grace Chicken,restaurant,,,,8.5928223,76.951828
A M Bakery,restaurant,,,,8.5938335,76.9542178
Hotel New Aryas,restaurant,,,,8.560737,76.9432772
Wish Bake House,restaurant,,,,8.56059,76.9432358
Kalavara,restaurant,,,,8.5580759,76.9435585
Karthika Stores,restaurant,,,,8.5563757,76.9434419
Soorya Bakery,restaurant,,,,8.550122,76.9610314
Aahar de grand,restaurant,,,,8.5502399,76.9609898
Ananthapuri,restaurant,,,,8.5508446,76.9609813
Padma Bakery,restaurant,,,,8.543074,76.9606997
Bakery 1,restaurant,,,,8.5429575,76.9607095
